# Residuals   
# Time        	p             	Ux            	Uy            
0             	N/A	N/A
13.4773       	2.165442e-02	3.514655e-03	3.656035e-03
13.5          	2.357026e-02	3.505783e-03	3.661692e-03
13.5227       	2.424983e-02	3.536894e-03	3.596980e-03
13.5455       	2.321412e-02	3.540059e-03	3.561384e-03
13.5682       	2.435900e-02	3.534920e-03	3.631420e-03
13.5909       	2.481045e-02	3.528322e-03	3.601947e-03
13.6136       	2.396779e-02	3.527846e-03	3.652542e-03
13.6364       	2.238504e-02	3.524638e-03	3.647210e-03
13.6591       	2.419526e-02	3.540073e-03	3.598405e-03
13.6818       	2.465413e-02	3.548200e-03	3.603208e-03
13.7045       	2.405245e-02	3.561691e-03	3.627112e-03
13.7273       	2.518518e-02	3.560962e-03	3.618965e-03
13.75         	2.474655e-02	3.576467e-03	3.545607e-03
13.7727       	2.216053e-02	3.559014e-03	3.561270e-03
13.7955       	2.439291e-02	3.528095e-03	3.536028e-03
13.8182       	2.170733e-02	3.517277e-03	3.529879e-03
13.8409       	2.241643e-02	3.481104e-03	3.475684e-03
13.8636       	2.136855e-02	3.519633e-03	3.439398e-03
13.8864       	2.281973e-02	3.508153e-03	3.434636e-03
13.9091       	2.158752e-02	3.459404e-03	3.390337e-03
13.9318       	2.290261e-02	3.452284e-03	3.398285e-03
13.9545       	2.486012e-02	3.461473e-03	3.351561e-03
13.9773       	2.089202e-02	3.484185e-03	3.347878e-03
14            	2.011790e-02	3.456817e-03	3.287903e-03
14.025        	3.202049e-02	3.777046e-03	3.634023e-03
14.05         	3.443930e-02	3.668579e-03	3.903901e-03
14.075        	2.393966e-02	3.686117e-03	3.659014e-03
14.1          	2.639941e-02	3.651244e-03	3.807092e-03
14.125        	2.457719e-02	3.584091e-03	3.837160e-03
14.15         	2.500319e-02	3.557279e-03	3.705397e-03
14.175        	2.380986e-02	3.529480e-03	3.708597e-03
14.2          	2.508579e-02	3.510365e-03	3.613818e-03
14.225        	2.447902e-02	3.532684e-03	3.533291e-03
14.25         	2.363462e-02	3.565383e-03	3.466046e-03
14.275        	2.439609e-02	3.558725e-03	3.544469e-03
14.3          	2.373960e-02	3.545441e-03	3.482653e-03
14.3222       	3.882457e-02	3.139561e-03	3.216327e-03
14.3444       	3.589237e-02	3.243107e-03	3.367678e-03
14.3667       	2.234269e-02	3.148400e-03	3.213415e-03
14.3889       	2.034766e-02	3.100160e-03	3.115284e-03
14.4111       	2.256116e-02	3.057222e-03	3.089333e-03
