# Residuals   
# Time        	p             	Ux            	Uy            
6.69624       	3.631554e-02	5.197583e-03	4.919867e-03
6.70792       	3.175950e-02	5.165704e-03	4.897116e-03
6.71961       	2.666364e-02	5.092217e-03	4.843806e-03
6.73129       	2.805974e-02	5.060274e-03	4.806563e-03
6.74297       	2.915086e-02	5.015138e-03	4.755137e-03
6.75465       	2.590466e-02	4.929970e-03	4.833930e-03
6.76634       	2.823797e-02	4.897889e-03	4.793950e-03
6.77802       	2.967965e-02	4.891868e-03	4.776182e-03
6.7897        	2.717598e-02	4.939956e-03	4.732594e-03
6.80077       	2.982483e-02	4.663380e-03	4.511724e-03
6.81184       	2.492156e-02	4.713474e-03	4.416989e-03
6.82291       	2.286570e-02	4.577702e-03	4.278356e-03
6.83398       	2.384615e-02	4.514511e-03	4.187861e-03
6.84435       	3.129673e-02	4.174319e-03	3.982658e-03
6.85473       	3.673836e-02	4.246589e-03	4.343110e-03
6.86511       	2.142257e-02	4.179678e-03	4.278262e-03
6.87548       	2.053571e-02	4.084498e-03	4.224363e-03
6.88586       	2.314774e-02	4.015829e-03	4.150778e-03
6.89624       	2.479422e-02	3.993922e-03	4.078417e-03
6.90661       	2.496155e-02	3.987077e-03	3.991179e-03
6.91699       	2.753127e-02	3.959641e-03	3.980571e-03
6.92736       	2.283123e-02	3.942468e-03	3.898338e-03
6.93774       	2.270034e-02	3.902402e-03	3.792135e-03
6.94812       	2.368578e-02	3.857279e-03	3.765948e-03
6.95849       	2.227405e-02	3.835355e-03	3.718345e-03
6.96887       	2.564304e-02	3.821393e-03	3.771560e-03
6.97665       	6.786372e-02	2.866405e-03	3.355748e-03
6.98444       	4.886321e-02	3.229682e-03	3.243560e-03
6.99222       	2.314227e-02	2.810260e-03	2.886502e-03
7             	1.851566e-02	2.777819e-03	2.845092e-03
7.00862       	3.412497e-02	3.047966e-03	3.121317e-03
7.01789       	2.308797e-02	3.272602e-03	3.208567e-03
7.02699       	2.607270e-02	3.191797e-03	3.124385e-03
7.03591       	2.214450e-02	3.098653e-03	3.028246e-03
7.04484       	2.285770e-02	3.078485e-03	3.007181e-03
7.05376       	1.915315e-02	3.018329e-03	2.993528e-03
7.06287       	1.908287e-02	3.015571e-03	3.046383e-03
7.07198       	1.898331e-02	2.999748e-03	3.047511e-03
7.08128       	1.847108e-02	3.032028e-03	3.109529e-03
7.09059       	1.763437e-02	2.999705e-03	3.085329e-03
7.10011       	1.897898e-02	3.055117e-03	3.126143e-03
7.10963       	1.806068e-02	2.991794e-03	3.083901e-03
7.11939       	1.667411e-02	3.019524e-03	3.132588e-03
7.12915       	1.804056e-02	2.993632e-03	3.110705e-03
7.13917       	1.803549e-02	3.074898e-03	3.179677e-03
7.14919       	1.815729e-02	3.094299e-03	3.201675e-03
7.15951       	2.344428e-02	3.193201e-03	3.304580e-03
7.16983       	2.123960e-02	3.203038e-03	3.252611e-03
7.18015       	2.021033e-02	3.189711e-03	3.207469e-03
7.19081       	2.361439e-02	3.250840e-03	3.252068e-03
7.20147       	1.835585e-02	3.192746e-03	3.223755e-03
7.21213       	1.779034e-02	3.161463e-03	3.167552e-03
7.22279       	1.839390e-02	3.146175e-03	3.121083e-03
7.23346       	2.080066e-02	3.114492e-03	3.139585e-03
7.24412       	2.026229e-02	3.082296e-03	3.115351e-03
7.25478       	2.143466e-02	3.052555e-03	3.112594e-03
7.26544       	1.906212e-02	3.005014e-03	3.110714e-03
7.2761        	1.972965e-02	2.990568e-03	3.092136e-03
7.28676       	1.891232e-02	2.966215e-03	3.051139e-03
7.29743       	1.809916e-02	2.948478e-03	3.023189e-03
7.30809       	1.706139e-02	2.936329e-03	3.003364e-03
7.31875       	1.869736e-02	2.914922e-03	2.989179e-03
7.32941       	1.659025e-02	2.903882e-03	2.951468e-03
7.34007       	1.809826e-02	2.885055e-03	2.956146e-03
7.35074       	2.362322e-02	2.905123e-03	2.981120e-03
7.3614        	1.806506e-02	2.906279e-03	2.904956e-03
7.37206       	1.852398e-02	2.883876e-03	2.851721e-03
7.38272       	1.921970e-02	2.865634e-03	2.789507e-03
7.39338       	1.778107e-02	2.834423e-03	2.757198e-03
7.40404       	1.708497e-02	2.800085e-03	2.727697e-03
7.41471       	1.785899e-02	2.800413e-03	2.709133e-03
7.42418       	3.186179e-02	2.457769e-03	2.619136e-03
7.43366       	2.500708e-02	2.585367e-03	2.502845e-03
