# Residuals   
# Time        	p             	Ux            	Uy            
6.08636       	1.517151e-03	1.368497e-04	1.158004e-04
6.0875        	1.562149e-03	1.362495e-04	1.157280e-04
6.08864       	1.592201e-03	1.359364e-04	1.156146e-04
6.08977       	1.686135e-03	1.358498e-04	1.157737e-04
6.09091       	1.574540e-03	1.356503e-04	1.155212e-04
6.09205       	1.647958e-03	1.354347e-04	1.154810e-04
6.09318       	1.550479e-03	1.350973e-04	1.154610e-04
6.09432       	1.565948e-03	1.349461e-04	1.152949e-04
6.09545       	1.644779e-03	1.348148e-04	1.152816e-04
6.09659       	1.774210e-03	1.348757e-04	1.154129e-04
6.09773       	1.821481e-03	1.348746e-04	1.154668e-04
6.09886       	1.804040e-03	1.348968e-04	1.155537e-04
6.1           	1.928540e-03	1.346463e-04	1.156232e-04
6.10114       	1.778567e-03	1.346606e-04	1.155912e-04
6.10227       	1.972540e-03	1.348119e-04	1.157618e-04
6.10341       	1.693346e-03	1.345396e-04	1.157970e-04
6.10455       	1.600769e-03	1.343475e-04	1.159036e-04
6.10568       	1.702021e-03	1.342603e-04	1.157476e-04
6.10682       	1.595640e-03	1.340518e-04	1.156697e-04
6.10795       	1.670529e-03	1.339726e-04	1.155026e-04
6.10909       	1.737093e-03	1.337951e-04	1.154656e-04
6.11023       	1.644186e-03	1.339745e-04	1.151040e-04
6.11136       	1.708157e-03	1.340761e-04	1.149682e-04
6.1125        	1.644872e-03	1.339852e-04	1.149966e-04
6.11364       	1.647801e-03	1.340616e-04	1.149253e-04
6.11477       	1.676884e-03	1.341169e-04	1.147472e-04
6.11591       	1.497413e-03	1.340952e-04	1.145529e-04
6.11705       	1.620183e-03	1.339517e-04	1.144943e-04
6.11818       	1.550464e-03	1.340903e-04	1.144712e-04
6.11932       	1.522400e-03	1.340450e-04	1.142862e-04
6.12045       	1.524415e-03	1.339808e-04	1.143155e-04
6.12159       	1.583966e-03	1.338555e-04	1.142419e-04
6.12273       	1.654472e-03	1.337547e-04	1.141771e-04
6.12386       	1.524785e-03	1.337965e-04	1.140385e-04
6.125         	1.511444e-03	1.338696e-04	1.138975e-04
6.12614       	1.471581e-03	1.339083e-04	1.138575e-04
6.12727       	1.626768e-03	1.339402e-04	1.137692e-04
6.12841       	1.539971e-03	1.340810e-04	1.136085e-04
6.12955       	1.594281e-03	1.340259e-04	1.135531e-04
6.13068       	1.658611e-03	1.340709e-04	1.136199e-04
