# Residuals   
# Time        	p             	Ux            	Uy            
46.625        	1.555323e-02	1.328643e-03	1.066548e-03
46.6346       	1.592216e-02	1.332860e-03	1.061452e-03
46.6442       	1.650245e-02	1.340168e-03	1.067548e-03
46.6538       	1.846797e-02	1.390188e-03	1.066965e-03
46.6635       	1.714232e-02	1.385611e-03	1.106142e-03
46.6731       	1.626177e-02	1.378435e-03	1.090589e-03
46.6827       	1.459385e-02	1.389979e-03	1.050436e-03
46.6923       	1.375612e-02	1.374139e-03	1.058801e-03
46.7019       	1.407106e-02	1.366054e-03	1.059779e-03
46.7115       	1.560271e-02	1.387962e-03	1.075041e-03
46.7212       	1.434318e-02	1.385871e-03	1.069138e-03
46.7308       	1.500900e-02	1.394298e-03	1.074245e-03
46.7404       	1.532421e-02	1.415486e-03	1.076478e-03
46.75         	1.471539e-02	1.423810e-03	1.075590e-03
46.7596       	1.479714e-02	1.413770e-03	1.089370e-03
46.7692       	1.449811e-02	1.405213e-03	1.089110e-03
46.7788       	1.418365e-02	1.403493e-03	1.077695e-03
46.7885       	1.597026e-02	1.434317e-03	1.095497e-03
46.7981       	1.584915e-02	1.437666e-03	1.099127e-03
46.8077       	1.543539e-02	1.438240e-03	1.099854e-03
46.8173       	1.414245e-02	1.440587e-03	1.091845e-03
46.8269       	1.429305e-02	1.439478e-03	1.097199e-03
46.8365       	1.555675e-02	1.442317e-03	1.092490e-03
46.8462       	1.605035e-02	1.449455e-03	1.087337e-03
46.8558       	1.593324e-02	1.461770e-03	1.094423e-03
46.8654       	1.515659e-02	1.466662e-03	1.116740e-03
46.875        	1.488192e-02	1.467834e-03	1.106302e-03
46.8846       	1.424410e-02	1.464218e-03	1.106160e-03
46.8942       	1.525349e-02	1.466321e-03	1.106886e-03
46.9038       	1.542990e-02	1.472515e-03	1.113584e-03
46.9135       	1.557083e-02	1.468641e-03	1.110636e-03
46.9231       	1.515558e-02	1.463108e-03	1.123894e-03
46.9327       	1.536189e-02	1.459860e-03	1.143032e-03
46.9411       	3.396294e-02	1.292150e-03	1.090208e-03
46.9495       	2.655020e-02	1.360713e-03	1.327899e-03
46.9579       	1.827456e-02	1.315711e-03	1.070205e-03
46.9663       	1.587080e-02	1.327323e-03	1.157431e-03
46.9748       	1.545113e-02	1.332866e-03	1.156144e-03
46.9832       	1.575630e-02	1.333948e-03	1.205351e-03
46.9916       	1.574790e-02	1.328150e-03	1.045562e-03
47            	1.480731e-02	1.326717e-03	1.331983e-03
47.0093       	3.003256e-02	1.459677e-03	1.255866e-03
47.0185       	2.241032e-02	1.448474e-03	1.267028e-03
47.0278       	1.953915e-02	1.449964e-03	1.555820e-03
47.037        	1.747512e-02	1.461455e-03	1.200737e-03
47.0465       	1.825724e-02	1.493835e-03	1.379321e-03
47.0559       	1.842651e-02	1.497881e-03	1.331239e-03
47.0654       	1.585247e-02	1.501182e-03	1.405893e-03
47.075        	1.625409e-02	1.529341e-03	1.323068e-03
47.0847       	1.657693e-02	1.512037e-03	1.453085e-03
47.0946       	1.810991e-02	1.553620e-03	1.316742e-03
47.1045       	1.634840e-02	1.545069e-03	1.495800e-03
47.1144       	1.780296e-02	1.544431e-03	1.304462e-03
47.1245       	2.062751e-02	1.608325e-03	1.426857e-03
47.1347       	1.805494e-02	1.608679e-03	1.353445e-03
47.1451       	1.986638e-02	1.651862e-03	1.446396e-03
47.1555       	2.001633e-02	1.636458e-03	1.361992e-03
47.166        	1.904931e-02	1.648224e-03	1.438257e-03
47.1764       	1.753870e-02	1.660007e-03	1.299984e-03
47.1872       	1.967237e-02	1.716594e-03	1.402005e-03
47.198        	2.068881e-02	1.714022e-03	1.361914e-03
47.2088       	2.080008e-02	1.728037e-03	1.481013e-03
47.2196       	1.787411e-02	1.755263e-03	1.347689e-03
47.2303       	1.969306e-02	1.748593e-03	1.437127e-03
47.2411       	1.825976e-02	1.731410e-03	1.294892e-03
47.2519       	1.633310e-02	1.708830e-03	1.298517e-03
47.2627       	1.644930e-02	1.694324e-03	1.259495e-03
47.2735       	1.735151e-02	1.679581e-03	1.286678e-03
47.2843       	1.796919e-02	1.662211e-03	1.274226e-03
47.2951       	1.681620e-02	1.644013e-03	1.263306e-03
47.3053       	2.062207e-02	1.551136e-03	1.212401e-03
47.3156       	1.865447e-02	1.564225e-03	1.282144e-03
47.3258       	1.613349e-02	1.537602e-03	1.373843e-03
47.336        	1.664035e-02	1.533833e-03	1.221371e-03
47.3463       	1.858681e-02	1.541785e-03	1.231259e-03
47.3565       	1.769109e-02	1.522272e-03	1.206054e-03
47.3668       	1.588384e-02	1.524843e-03	1.235813e-03
47.377        	1.663400e-02	1.517510e-03	1.193006e-03
47.3873       	1.627448e-02	1.522499e-03	1.191648e-03
47.3975       	1.617020e-02	1.525409e-03	1.221572e-03
47.4078       	1.709705e-02	1.525054e-03	1.209411e-03
47.418        	1.652659e-02	1.530967e-03	1.227070e-03
47.4283       	1.482448e-02	1.527712e-03	1.216015e-03
47.4385       	1.664840e-02	1.519289e-03	1.255227e-03
47.4488       	1.541303e-02	1.528010e-03	1.237068e-03
47.459        	1.665412e-02	1.522858e-03	1.276378e-03
47.4693       	2.307440e-02	1.587690e-03	1.266121e-03
47.4795       	2.018328e-02	1.549943e-03	1.310308e-03
47.4898       	1.730711e-02	1.540777e-03	1.247754e-03
47.5          	1.794583e-02	1.541774e-03	1.258307e-03
47.5104       	1.837777e-02	1.575261e-03	1.263556e-03
47.5208       	1.884780e-02	1.584993e-03	1.289610e-03
47.531        	2.075336e-02	1.567202e-03	1.293009e-03
47.5412       	1.875588e-02	1.592047e-03	1.267011e-03
47.5514       	1.918305e-02	1.611364e-03	1.284415e-03
47.5614       	2.317490e-02	1.635970e-03	1.273639e-03
47.5714       	2.135127e-02	1.600161e-03	1.295641e-03
47.5811       	1.804030e-02	1.548395e-03	1.269810e-03
47.5908       	1.634587e-02	1.545561e-03	1.245400e-03
47.6004       	1.735414e-02	1.502583e-03	1.223731e-03
47.6099       	1.762071e-02	1.516278e-03	1.197266e-03
47.6192       	2.271791e-02	1.506581e-03	1.187082e-03
47.6284       	1.910738e-02	1.496776e-03	1.144475e-03
47.6377       	1.710116e-02	1.484192e-03	1.185864e-03
47.647        	1.595560e-02	1.472101e-03	1.100542e-03
47.6563       	1.580444e-02	1.468197e-03	1.098461e-03
47.6656       	1.731429e-02	1.471894e-03	1.087122e-03
47.6749       	1.587462e-02	1.483543e-03	1.116103e-03
47.6842       	1.586693e-02	1.477381e-03	1.089805e-03
47.6935       	1.628652e-02	1.475025e-03	1.109113e-03
47.7028       	1.522757e-02	1.473986e-03	1.088096e-03
47.712        	1.648192e-02	1.469092e-03	1.111049e-03
47.7213       	2.086848e-02	1.508116e-03	1.141958e-03
47.7306       	2.077315e-02	1.494466e-03	1.176129e-03
47.7399       	1.826479e-02	1.462581e-03	1.157217e-03
47.7492       	1.528814e-02	1.474941e-03	1.144159e-03
47.7585       	1.550185e-02	1.475887e-03	1.133447e-03
47.7678       	1.696868e-02	1.480974e-03	1.130215e-03
47.7771       	1.672214e-02	1.493642e-03	1.136322e-03
47.7864       	1.511568e-02	1.509377e-03	1.148325e-03
47.7956       	1.540926e-02	1.519823e-03	1.137173e-03
47.8049       	1.728822e-02	1.574759e-03	1.171264e-03
47.8142       	1.587519e-02	1.579546e-03	1.151800e-03
47.8235       	1.805692e-02	1.531674e-03	1.166153e-03
47.8328       	1.465102e-02	1.511235e-03	1.157309e-03
47.8421       	1.568240e-02	1.501201e-03	1.162681e-03
47.8514       	1.571650e-02	1.511915e-03	1.146861e-03
47.8607       	1.698891e-02	1.516204e-03	1.164631e-03
47.87         	1.687841e-02	1.525094e-03	1.157499e-03
47.8792       	1.777485e-02	1.507866e-03	1.149584e-03
47.8885       	1.600361e-02	1.503450e-03	1.139266e-03
47.8978       	1.455090e-02	1.504823e-03	1.130051e-03
47.9071       	1.613471e-02	1.495587e-03	1.139438e-03
47.9164       	1.719630e-02	1.489135e-03	1.149299e-03
47.9257       	1.706104e-02	1.474739e-03	1.142665e-03
47.935        	1.524822e-02	1.480795e-03	1.129293e-03
47.9443       	1.617847e-02	1.483283e-03	1.174290e-03
47.9536       	1.581547e-02	1.483686e-03	1.137959e-03
47.9628       	1.551596e-02	1.501664e-03	1.142233e-03
47.9721       	1.720968e-02	1.502170e-03	1.140517e-03
47.9791       	6.681732e-02	1.162169e-03	1.053105e-03
47.9861       	4.247909e-02	1.287515e-03	1.305682e-03
47.993        	2.209409e-02	1.161856e-03	1.257262e-03
48            	1.874916e-02	1.166350e-03	1.498295e-03
48.0078       	3.517554e-02	1.307307e-03	1.025279e-03
48.0164       	2.436013e-02	1.425701e-03	1.134874e-03
48.0257       	1.970313e-02	1.520357e-03	1.414844e-03
48.035        	2.164799e-02	1.512385e-03	1.320832e-03
48.0443       	1.756066e-02	1.495248e-03	1.220532e-03
48.0538       	1.573953e-02	1.507056e-03	1.118929e-03
48.0633       	1.592977e-02	1.484075e-03	1.187753e-03
48.0728       	1.623316e-02	1.481751e-03	1.093487e-03
48.0825       	1.756751e-02	1.507882e-03	1.139918e-03
48.0922       	1.598527e-02	1.521144e-03	1.180860e-03
48.1022       	1.756082e-02	1.565759e-03	1.151239e-03
48.1121       	1.763216e-02	1.574446e-03	1.267790e-03
48.1221       	1.854374e-02	1.585826e-03	1.162082e-03
48.1323       	1.719042e-02	1.633366e-03	1.236365e-03
48.1425       	1.585817e-02	1.639789e-03	1.257851e-03
48.1527       	1.575750e-02	1.642789e-03	1.204548e-03
48.1629       	1.612646e-02	1.633537e-03	1.215678e-03
48.1735       	1.918121e-02	1.701898e-03	1.243986e-03
48.184        	1.713745e-02	1.713437e-03	1.372333e-03
48.1945       	1.734229e-02	1.725186e-03	1.283930e-03
48.2051       	1.653741e-02	1.724641e-03	1.347373e-03
48.2156       	1.557662e-02	1.725385e-03	1.248352e-03
48.2261       	1.485095e-02	1.716934e-03	1.215139e-03
48.2367       	1.497531e-02	1.705888e-03	1.196509e-03
48.2472       	1.495783e-02	1.690558e-03	1.239004e-03
48.2577       	1.533754e-02	1.689023e-03	1.237490e-03
48.2683       	1.464391e-02	1.675181e-03	1.232558e-03
48.2788       	1.575173e-02	1.661180e-03	1.240459e-03
48.2893       	1.556706e-02	1.649166e-03	1.240628e-03
48.2999       	1.598078e-02	1.650116e-03	1.237536e-03
48.3104       	1.660110e-02	1.639100e-03	1.329756e-03
48.3209       	1.620566e-02	1.646345e-03	1.236978e-03
48.3315       	1.696526e-02	1.656780e-03	1.265378e-03
48.342        	1.639503e-02	1.673803e-03	1.280254e-03
48.3525       	1.589070e-02	1.659613e-03	1.244974e-03
48.3631       	1.516266e-02	1.658105e-03	1.248436e-03
48.3736       	1.427924e-02	1.652829e-03	1.244645e-03
48.3841       	1.502045e-02	1.653359e-03	1.303425e-03
48.3947       	1.670632e-02	1.657147e-03	1.287378e-03
48.4052       	1.616700e-02	1.657797e-03	1.252693e-03
48.4157       	1.637511e-02	1.663242e-03	1.291455e-03
48.4263       	1.662958e-02	1.674752e-03	1.264854e-03
48.4368       	1.493959e-02	1.685662e-03	1.304400e-03
48.4473       	1.531914e-02	1.680143e-03	1.274619e-03
48.4579       	1.676096e-02	1.683187e-03	1.281363e-03
48.4684       	1.696200e-02	1.684222e-03	1.304227e-03
48.4763       	6.833396e-02	1.282884e-03	1.168482e-03
48.4842       	4.558150e-02	1.437349e-03	1.741931e-03
48.4921       	2.026450e-02	1.304250e-03	1.229981e-03
48.5          	1.804829e-02	1.296627e-03	1.352063e-03
48.5088       	3.301074e-02	1.434242e-03	1.314356e-03
48.5184       	2.666831e-02	1.561331e-03	1.890008e-03
48.5282       	2.261254e-02	1.584719e-03	1.756052e-03
48.5381       	1.954906e-02	1.598733e-03	1.344931e-03
48.5477       	1.972928e-02	1.574344e-03	1.778767e-03
48.5573       	1.801462e-02	1.573315e-03	1.263686e-03
48.5667       	1.934412e-02	1.537423e-03	1.412922e-03
48.5761       	1.739848e-02	1.525268e-03	1.465450e-03
48.5854       	1.909800e-02	1.490413e-03	1.261227e-03
48.5946       	1.699535e-02	1.493392e-03	1.424450e-03
48.6038       	1.473580e-02	1.492590e-03	1.235760e-03
48.613        	1.391826e-02	1.480918e-03	1.324496e-03
48.6222       	1.504448e-02	1.468171e-03	1.255546e-03
48.6314       	1.567191e-02	1.456749e-03	1.305037e-03
48.6406       	1.560411e-02	1.451998e-03	1.289299e-03
48.6499       	1.553625e-02	1.439018e-03	1.313390e-03
48.6591       	1.539061e-02	1.435117e-03	1.309953e-03
